,Brand Name,Name of the Product,Rating,No. of Ratings,Price,Return/Exchange,Expected Delivery,Availability,Other Details,Product URL
81,Visit the YAMAHA Store,YAMAHA FS80C NATURAL CONCERT CUTAWAY GUITAR,4.3 out of 5,150 ratings,-,7 Days Replacement,-,,"Made in Yamaha Music India factory
Brand: Yamaha
Stainless Steel
High durability and stability proven by Yamaha's quality standard
Concert body cutaway with comfortable playability for beginners",https://www.amazon.in/YAMAHA-NATURAL-CONCERT-CUTAWAY-GUITAR/dp/B08KW4DRKL/ref=sr_1_67?keywords=Guitars&qid=1656388233&sr=8-67
82,Visit the VAULT Store,"Vault Junior 30 Inch Acoustic Guitar for Kids with Ebook, Bag, Strings, Straps, Picks, String winder & Polishing Cloth - Natural Gloss",3.9 out of 5,364 ratings,-,7 Days Replacement,-,In stock.,"Size : 30” Steel Stringed | Number of Strings :6
Colour: Natural | Body shape: Dreadnought (Full bodied) | Finish: Glossy
Top Material: Spruce Laminate | Back & Sides Material: Basswood
Fretboard: Rosewood | Binding Material: Composite
Neck Material: Mahogany | Fingerboard Inlay: Dots
Number of Frets: 18 | Tuners: Die-Cast",https://www.amazon.in/Junior-Acoustic-Guitar-Strings-Polishing/dp/B07RMJ88G2/ref=sr_1_68?keywords=Guitars&qid=1656388233&sr=8-68
83,Visit the blueberry Store,"SHARE BY Blueberry R-40- Trussrod Acoustic Guitar Kit with Bag, Strap, One Pack Strings and Picks (Natural)",2 out of 5,1 rating,-,7 Days Replacement,-,In stock.,"Material: Top: Spruce, Side & Back: - Bass wood, Fingerboard:- Rosewood
Bridge：Rosewood, Neck: Okoume wood, Machine head: Chrome die cast, Binding: ABS, Finish- Satin
Includes: 40 Inch Acoustic guitar with Belt, bag, string set and 2 picks With TRUSS ROD adjustment support
Truss Rod for better adjustment of Guitar Action , Size 40"" ,Style - Cutaway, innovative design to produce good quality sound
Note: Product design may slightly vary Due to Photography lighting effect",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0051781CZ5EMAAQHR9T&url=%2FBlueberry-Trussrod-Acoustic-Strings-Natural%2Fdp%2FB09WLNQFC9%2Fref%3Dsr_1_69_sspa%3Fkeywords%3DGuitars%26qid%3D1656388233%26sr%3D8-69-spons%26psc%3D1&qualifier=1656388233&id=2924193297240600&widgetName=sp_mtf
84,Brand: KETOSTICS,"Givson Venus Special Cutaway Rosewood 41 Inch Acoustic Guitar Kit with Bag, Rhythm String Set, Strap and 5 Plectrums, (blue)",-,-,-,7 Days Replacement,-,In stock.,"6-Strings, Acoustic Guitar , Right-Handed, Black Matt, With Guitar Cover/Bag
makes amazing quality guitars, at a reasonable price
Package Content : 1 Guitar, Guitar Cover/Bag,string set,belt and 5 picks
Superior Quality: 100% Genuine Quality Product
Brand: Givson,venus specail",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A061936816Y9MXNOWBNYR&url=%2FSpecial-Cutaway-Rosewood-Acoustic-Plectrums%2Fdp%2FB09P3YQQLK%2Fref%3Dsr_1_70_sspa%3Fkeywords%3DGuitars%26qid%3D1656388233%26sr%3D8-70-spons%26psc%3D1&qualifier=1656388233&id=2924193297240600&widgetName=sp_mtf
85,Visit the GIVSON Store,"Givson Venus Special Cutaway Rosewood 41 Inch Acoustic Guitar Kit with Bag, Rhythm String Set, Strap and 5 Plectrums, (Red)",3.9 out of 5,19 ratings,-,7 Days Replacement,-,In stock.,"Venus Special 6 Strings | Acoustic Guitar | Comes With Cover/Bag |4 Picks | Belt And String Set
Back Material: Rosewood, String Material: Cooper, Item Weight: 2kg
Fretboard Material: RoseWood, Neck Material: Spruce plywood Size: 41 inches, Cutaway
Number of Strings: 6, Hand Orientation: Right Hand, Pickguard Description: Teardrop
Great Looks With An Innovative Design To Produce Good Sound.The Handling Comfort Of The Slightly Reduced Body Depth And Intermediate Scale Length Will Be Particularly Appreciated By Younger Players.",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A10047941F9FVS62UWBI5&url=%2FGivson-Ketostics-VS-RED-Acoustic-Plectrums%2Fdp%2FB08KS2N1H9%2Fref%3Dsr_1_71_sspa%3Fkeywords%3DGuitars%26qid%3D1656388233%26sr%3D8-71-spons%26psc%3D1&qualifier=1656388233&id=2924193297240600&widgetName=sp_mtf
86,Brand: DHARM IMPEX,DHARM IMPEX S4 String Decor Guitar Children's Musical Instrument Educational Toy Small Guitar for Beginners Kids Child - 23Inch,-,-,-,7 Days Returnable,-,In stock.,"4-string Wooden Guitar Toy with Adjustable Tuning Knobs for Intellectual Development for Kids, Multi Color.
This guitar has good sound quality & good wooden finishing.It is made up of good quality plastic & is good for playing and learning.
It is fully Functional With All The tuning keys and playable. This Children's sized Acoustic Guitar Toy is ideal for children to get the correct posture and learn how to play different notes.
Helps kids have fun and stimulate and develop their talent & interest.This Guitar Is 24 Inches In Length.
This Acoustic Guitar makes a great gift for kids. Lightweight, easy to hold, and has a nice appearance.This is not a professionally manufactured Guitar, just a toy for Children.",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A07093072C7EYVMBD1M2T&url=%2FDHARM-IMPEX-Childrens-Instrument-Educational%2Fdp%2FB0B4WDYPYF%2Fref%3Dsr_1_72_sspa%3Fkeywords%3DGuitars%26qid%3D1656388233%26sr%3D8-72-spons%26psc%3D1&qualifier=1656388233&id=2924193297240600&widgetName=sp_mtf
87,Brand: TECHBLAZE,TECHBLAZE 6 Pcs Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right Guitar Machine Heads Knobs With Strap Button Locks Guitar Keys 3R+3L 6 pieces- Chrome,-,-,-,7 Days Replacement,-,In stock.,"Package Includes: 6 X Machine heads(3L + 3R),12 X Mounting screws ,6 X Ferrules
Materials: chrome finish zinc alloy metal, plastic
6 Pieces Guitar Keys for Acoustic Guitar Chrome Tuning Pegs Keys 3 Left 3 Right
Adjustable - Guitar machine heads knobs with heavy duty internal gear can be tuned tight to make your guitar sound stable",https://www.amazon.in/TECHBLAZE-Guitar-Acoustic-Machine-pieces/dp/B098XG2QQ9/ref=sr_1_73?keywords=Guitars&qid=1656388233&sr=8-73
88,Visit the JUAREZ Store,"Juârez JRZ38C/WH 6 Strings Acoustic Guitar 38 Inch Cutaway, Right Handed, White with Bag, Strings, Picks and Strap",3.9 out of 5,"1,566 ratings",-,7 Days Replacement,-,In stock.,"Number of Frets: 18, Acoustic Guitar with strap, Bag, Strings and 2 Picks
Great looks with an innovative design to produce good quality sound
Linden Binding and Full Wood Construction with Geared Tuning, Wood Frame and Steel Strings
Finger board: Linden Wood, Fretboard - Ebony Wood, Size: 38 inches, Cutaway
Included components: Acoustic Guitar with strap, Bag, Strings and 2 Picks",https://www.amazon.in/Ju%C3%A2rez-JRZ38C-WH-Strings-Acoustic/dp/B072MFK4L6/ref=sr_1_74?keywords=Guitars&qid=1656388233&sr=8-74
89,Visit the Intern Store,"INTERN Cutaway Design Acoustic Guitar Pack -Humidity Proof, Bend resistance, Durable Action, Natural tone & bright resonance. Red Carbon Fibre/Fiber Guitar with Bag, Strap, Strings set & Plectrums.",3.6 out of 5,9 ratings,-,7 Days Replacement,-,In stock.,"Acoustic Guitar package. 38 inches Carbon fibre, Cutaway Acoustic 6 steel string Folk Guitar with higher natural tone resonance and durability. Durable and long lasting with Carry bag, strings, picks & strap. For all age-groups starting 7 years and levels of skill from beginner to semi-professionals
Employing the machine binding and fine handcrafting production techniques with commitment to environment using harmless and nature binding colours. High quality excellent glossy finish.
Fiber back and body. Specially crafted fretboard for smooth finger movement lasting at least 10 times longer than the Chinese linden wood. 5 ply box packaging for avoiding any damage to the instrument in transit
Perfect combination of fibre, machine heads, strings, frets and other components for vibrant outstanding sound quality. Selected Configuration meant for advanced learners and performers.
1 year warranty",https://www.amazon.in/Acoustic-Humidity-resistance-resonance-Plectrums/dp/B09RR1SG7X/ref=sr_1_75?keywords=Guitars&qid=1656388233&sr=8-75
90,Visit the Intern Store,"INTERN Cutaway Design Acoustic Guitar Pack -Humidity Proof, Bend resistance, Durable Action, Natural tone & bright resonance. Black Carbon Fibre/Fiber Guitar with Bag, Strap, Strings set & Plectrums.",3.6 out of 5,9 ratings,-,7 Days Replacement,-,In stock.,"Acoustic Guitar package. 38 inches Carbon fibre, Cutaway Acoustic 6 steel string Folk Guitar with higher natural tone resonance and durability. Durable and long lasting with Carry bag, strings, picks & strap. For all age-groups starting 7 years and levels of skill from beginner to semi-professionals
Employing the machine binding and fine handcrafting production techniques with commitment to environment using harmless and nature binding colours. High quality excellent glossy finish.
Fiber back and body. Specially crafted fretboard for smooth finger movement lasting at least 10 times longer than the Chinese linden wood. 5 ply box packaging for avoiding any damage to the instrument in transit
Perfect combination of fibre, machine heads, strings, frets and other components for vibrant outstanding sound quality. Selected Configuration meant for advanced learners and performers.
1 year warranty",https://www.amazon.in/Acoustic-Humidity-resistance-resonance-Plectrums/dp/B09RQZ6HM2/ref=sr_1_76?keywords=Guitars&qid=1656388233&sr=8-76
91,Visit the JUAREZ Store,"Juârez Acoustic Guitar, 38 Inch Cutaway, JRZ38CT, Hippie Funky Design, with Bag, Picks, Strap & Extra String set",3.7 out of 5,194 ratings,-,7 Days Replacement,-,In stock.,"Unique New Design, Attractive and Eye Catching, Stand out of Crowd, Number of Frets: 18
Great looks with an innovative design to produce good quality sound
Finger board: Linden Wood, Fretboard - Ebony Wood, Size: 38 inches, Cutaway
Linden Binding and Full Wood Construction with Geared Tuning, Wood Frame and Steel Strings",https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-JRZ38CT/dp/B01N3TTYJQ/ref=sr_1_77?keywords=Guitars&qid=1656388233&sr=8-77
92,Visit the JUAREZ Store,"Juarez Acoustic Guitar, 38 Inch Cutaway with Pick Guard, 38C/RDS with Bag, Strings, Pick and Strap, Red Sunburst",3.9 out of 5,"3,478 ratings",-,7 Days Replacement,-,In stock.,"Red Sunburst Glossy Finish, Number of Frets: 18, Acoustic Guitar with strap, Bag, Strings and 2 Picks
Great looks with an innovative design to produce good quality sound
Finger board: Linden Wood, Fretboard - Ebony Wood, Size: 38 inches, Cutaway
Included components: Acoustic Guitar with strap, Bag, Strings and 2 Picks
Linden Binding and Full Wood Construction with Geared Tuning, Wood Frame and Steel Strings",https://www.amazon.in/Acoustic-Cutaway-RDS-Strings-Sunburst/dp/B076QGY91P/ref=sr_1_78?keywords=Guitars&qid=1656388233&sr=8-78
93,Visit the YAMAHA Store,Yamaha Classical Guitar C40//02,4.5 out of 5,"2,338 ratings",-,7 Days Replacement,-,Only 1 left in stock.,"Full-size classical designed for beginners
Meranti body wood
Spruce top
22.8-inch scale length
Dovetail neck joint",https://www.amazon.in/Yamaha-Classical-Guitar-C40-02/dp/B003UGCUFE/ref=sr_1_79?keywords=Guitars&qid=1656388233&sr=8-79
94,Visit the JUAREZ Store,"Juarez Acoustic Guitar, 38 Inch Cutaway, 38CMB with Bag, Strings, Pick and Strap, Matte Black",3.7 out of 5,276 ratings,-,7 Days Replacement,-,In stock.,"Matte Black Glossy Finish, Number of Frets: 18, Acoustic Guitar with strap, Bag, Strings and 2 Picks
Great looks with an innovative design to produce good quality sound
Finger board: Linden Wood, Fretboard - Ebony Wood, Size: 38 inches, Cutaway
Included components: Acoustic Guitar with strap, Bag, Strings and 2 Picks
Linden Binding and Full Wood Construction with Geared Tuning, Wood Frame and Steel Strings",https://www.amazon.in/Juarez-Acoustic-Guitar-Cutaway-Strings/dp/B084VRCCN7/ref=sr_1_80?keywords=Guitars&qid=1656388233&sr=8-80
95,Visit the YAMAHA Store,"Yamaha F280 Acoustic Guitar, Tobacco Brown Sunburst",4.4 out of 5,169 ratings,-,7 Days Replacement,-,,"Comfortable playability for beginners
High durability and stability proven by Yamaha's quality standard
Made in Yamaha Music India factory",https://www.amazon.in/Yamaha-Acoustic-Guitar-Tobacco-Sunburst/dp/B08VXR74Q2/ref=sr_1_81?keywords=Guitars&qid=1656388233&sr=8-81
96,Brand: Martin Smith,Martin Smith W-101-N-PK Acoustic Guitar Super Kit with Stand (Natural),4.3 out of 5,"4,568 ratings",-,7 Days Replacement,-,In stock.,"Steel strung full scale neck
Slim line contoured body for comfortable playability and a rich tone
Includes sturdy guitar stand
Also includes tuner, gig bag, strap, picks and strings
Free online lessons
Country of Origin: China",https://www.amazon.in/Martin-Smith-W-101-N-PK-Acoustic-Natural/dp/B00UOUK4IE/ref=sr_1_82?keywords=Guitars&qid=1656388233&sr=8-82
97,Brand: Fender,Fender FA-235E Concert Bodied Acoustic Guitar - Moonlight Burst,4.7 out of 5,119 ratings,-,7 Days Replacement,-,Only 1 left in stock.,Hand orientation: Right,https://www.amazon.in/Fender-FA-235E-Concert-Bodied-Acoustic/dp/B07BCQ7P7Z/ref=sr_1_83?keywords=Guitars&qid=1656388233&sr=8-83
98,Visit the Intern Store,Intern INT-38C Brown Acoustic Guitar kit with carry bag & picks,3.8 out of 5,"1,947 ratings",-,7 Days Replacement,-,In stock.,"Great looks with an innovative design to produce quality warm bright resonant tone
Material: Linden wood finger board with ebony wood fretboard and 38-inch cutaway design
Combo includes Guitar, quality and durable carry bag with extra pockets and comfort handle, Intern Plectrums
Linden binding and maximum wood construction with geared tuning, wood frame and steel strings
Sturdy box package with multiple plies plus instrument wrap ensure that guitar reaches you as it is just out of the factory with no damages or scratches
Bag with stylish nylon made and long lasting material
Country of Origin: China",https://www.amazon.in/Intern-INT-38C-Brown-Acoustic-Guitar/dp/B07X2HV158/ref=sr_1_84?keywords=Guitars&qid=1656388233&sr=8-84
99,Visit the Intern Store,Intern INT-38C Natural Acoustic Guitar kit with carry bag & picks,3.8 out of 5,"1,947 ratings",-,7 Days Replacement,-,In stock.,"Great looks with an innovative design to produce quality warm bright resonant tone
Material: Linden wood finger board with ebony wood fretboard and 38-inch cutaway design
Combo includes Guitar, quality and durable carry bag with extra pockets and comfort handle, Intern Plectrums
Linden binding and maximum wood construction with geared tuning, wood frame and steel strings
Sturdy box package with multiple plies plus instrument wrap ensure that guitar reaches you as it is just out of the factory with no damages or scratches
Country of Origin: China",https://www.amazon.in/Intern-INT-38C-Natural-Acoustic-Guitar/dp/B07X4LPJ6H/ref=sr_1_85?keywords=Guitars&qid=1656388233&sr=8-85
100,Brand: REVEL,Revel 38 Inches Cutaway Design Acoustic Guitar with Carry bag and Plectrums. Great tone and Beginner/Learners standard size configuration for all age groups (Black),-,-,-,7 Days Replacement,-,,"Great looks with an innovative design for easy in playing and learning. Easy access to all notes and flexible grip for all posters and heights
Best woods combination with basswood, linden and engineered wood used to produce vibrant rich tone
Includes: 38-inch acoustic guitar with bag and 3 picks
1 year warranty",https://www.amazon.in/Acoustic-Plectrums-Beginner-Learners-configuration/dp/B0B4SSB8BJ/ref=sr_1_86?keywords=Guitars&qid=1656388233&sr=8-86
101,Visit the Kadence Store,"Kadence Frontier Jumbo Semi Acoustic Guitar With Die Cast Keys,Super Combo (Bag, 1 pack Strings, Strap, Picks, Capo, Tuner)",4 out of 5,"1,238 ratings","₹7,349.00",7 Days Replacement,-,In stock.,"ACOUSTIC-ELECTRIC GUITAR: The black acoustic guitar from the house of Kadence comes from the Frontier series. Our semi acoustic-electric guitars are built to have great sound quality, high durability, and increased ease of use for both beginners as well as professionals. The 41-inch stature makes it easy to handle and carry around without compromising on the sound quality. Made from rosewood, our guitar acoustic electric comes with a strap, strings, picks, capo, tuner, and bag.
ADJUSTABLE ACTION: Built-in truss rod can balance the tension caused by strings or temperature change shrinking, for a straight and durable neck. The adjustable black acoustic electric guitar neck allows your hand to stay in a comfortable position by keeping the strings at a perfect height. Frontier series electric acoustic guitars have a built-in preamp for amplified use with volume control, 4 band EQ, bass, mid, treble, and press for fast and easy tuning. Perfect for juniors and adults.
DURABLE STRINGS: Built for great sound quality, high durability, and increased ease of use. The surface is coated with a bronze coating which does not rust easily and prolongs the use of the strings. The tuning pegs are engineered for good sound quality. The tuning keys are smooth and easy to adjust to keep the guitar in tune. Kadence guitars have better bass, volume, and fuller sound. Great for all styles of music, and guitarists over 14 years old, especially beginners, students, or pros.
EASY CUTAWAY DESIGN TO PLAY: The cutaway design of this guitar electric acoustic allows you easier access to the upper frets. The high gloss finish, simple head design, streamlined cutaway curvature makes the head and the body integrated, beautiful. The Indian rosewood bridge has high hardness, strong vibration conductivity, stable and rich tone transmission. Place the included pickguard underneath the guitar soundhole to protect from pick scratches while playing. The strings are soft to touch.
QUALITY INSTRUMENTS FOR EVERYDAY: With a wide variety of musical instruments, Kadence is committed to developing better comfortable and functional acoustic guitars, providing quality services and excellent products. With quality instruments from Kadence, you’ll have a constant companion for life. Regardless of what you love to play, just make sure to express yourself. Whatever your age or skill level, our semi acoustic guitar will make sure all your musical desires are fulfilled.",https://www.amazon.in/Kadence-Frontier-Acoustic-Guitar-Equalizer/dp/B01HRIHJWY/ref=sr_1_87?keywords=Guitars&qid=1656388233&sr=8-87
102,Brand: Medellin,"Medellin 38"" Carbon Fiber Acoustic Guitar with free specailized learning course- MDCF38BK Durable Carbon Fiber Matt Pink finish Body for beginners with handrest, set of Strings, Strap, Bag, 3 Picks, Capo, Guitar Wall Hanging Stand and Free GUITAR LEARNING COURSE (Special Learning Combo with Guitar)",3.6 out of 5,12 ratings,"₹2,499.00",7 Days Replacement,-,In stock.,"♫ CARBON FIBER GUITAR: As a substitute for tonewood, carbon fiber has the resembling tonal traits. This Guitar is made of a carbon fiber composite material, maximally transferring the string vibration energy into great acoustics performance, loud and balanced.
♫ STABLE AND RELIABLE: Unlike wood, carbon fiber never warps, cracks, or scratches, staying consistent across different temperature and humidity conditions. Take it on travels from hills to desert and everywhere in between. It stays the same, sounds the same.
♫ SOUND: This carbon fiber guitar has a sound people describe as very rich, loud and resonant with a nice balanced tone. Medellin guitars compare favorably to acoustic guitars from all the top wood and carbon fiber brands for beginners.
♫ WHAT YOU GET: Each Medellin Carbon Fiber guitar is packaged with a set of Strings, Strap, Bag, 3 Picks, Capo, Guitar Wall Hanging Stand and Free GUITAR LEARNING COURSE. (Special Learning Combo with Guitar)
♫ Learn on the go: You get a free specialised learning course with the instrument. The access key you receive with the guitar shall be claimed to start the free learning course. Guitar Course starts from 15th December 2021.",https://www.amazon.in/Medellin-Acoustic-specailized-learning-beginners/dp/B09MSH3RY1/ref=sr_1_88?keywords=Guitars&qid=1656388233&sr=8-88
103,Visit the JUAREZ Store,"Juarez Acoustic Guitar, [LEFT HANDED] 96.52 cm (38 Inch) Cutaway, 38CL/3TS with Bag, Strings, Pick and Strap, 3TS Sunburst",3.6 out of 5,28 ratings,-,7 Days Replacement,-,In stock.,"First Time In India - [ Left Handed ] Acoustic Guitar with strap, Bag, Strings and 2 Picks, Glossy Finish, Number of Frets: 18,
Great looks with an innovative design to produce sound. [ NOTE : THIS GUITAR IS DESIGNED TO SUIT LEFT HANDED GUITAR PLAYERS, NOT SUITABLE FOR RIGHT HANDED GUITAR PLAYERS ]
Finger board: Linden Wood, Fretboard - Ebony Wood, Size: 38 inches, Cutaway
Included components: Left Handed Acoustic Guitar with strap, Bag, Strings and 2 Picks
Linden Binding and Full Wood Construction with Geared Tuning, Wood Frame and Steel Strings",https://www.amazon.in/Acoustic-Cutaway-3TS-Strings-Sunburst/dp/B098BD1MHM/ref=sr_1_89?keywords=Guitars&qid=1656388233&sr=8-89
104,Visit the JUAREZ Store,"Juarez Arpéggio 104.14 cm (41 Inch) Semi-Acoustic Guitar Kit, Thin Line Body, Spruce Top, with 4 Band EQ, High Gloss Black",4.2 out of 5,21 ratings,-,7 Days Replacement,-,In stock.,"Thin Line Sleek Body, Spruce Top, Glossy finish, Number of frets - 21, 41 Inch Acoustic Guitar with Dual Action Truss Rod which gives you the liberty to adjust the action of your neck in either direction if warped.
Presenting you with a thinner body and a beautiful face! This Juarez Arpéggio semi-acoustic guitar has a thin line body that not only produces a rich, harmonious sound, but is also comfortable to hold, whether you’re just rocking out to a couple of songs for a few minutes, or performing on stage for an hour +.
White+Black line ABS Binding and full wood construction with geared tuning, wooden frame and Alice Brand Stainless steel copper alloy strings. Features a sturdy top with smooth curves, promoting comfort during playing. This solid wood produces a smooth and rich sound ideal for rock, folk, country, and every genre in between!
6 Stainless Steel Alice Brand strings especially for beginners. Wound strings are made of copper alloy. Stainless steel plain string, steel core, copper alloy winding, anti-rust coating.
Pick-up : 4 Band Equalizer - EQ:7545R
Loosening a truss rod (turning counter-clockwise) adds relief to (decreases tension on) the neck which results in increased (higher) string action height. This reduces relief, lowering the string action (height of the strings over the frets). Turn the nut clockwise to tighten the rod.",https://www.amazon.in/Juarez-Arp%C3%A9ggio-Semi-Acoustic-Guitar-Spruce/dp/B08KHR4BJZ/ref=sr_1_90?keywords=Guitars&qid=1656388233&sr=8-90
105,Visit the Intern Store,"INTERN 40 inches Acoustic Guitar with Pick-up & truss rod, carry bag, strings pack, strap & picks. Premium Wooden durable built, Best tonal stability with professional sound amplificaiton. (Sunburst).",-,-,-,7 Days Replacement,-,In stock.,"Incredible sound: Perfect for musicians-in-the-making or advanced players, this guitar features an impressive tone, standout projection and incredible sonics. It's waiting to be heard.
Complete kit: Bundle includes the 41 inches guitar, a soft nylon ""gig bag"" guitar case, thin, medium & heavy celluloid picks, on-board 4-band pickup EQ, a shoulder strap & an extra set of strings
Thinline cutaway design: The body of this full-size (40"") guitar is cut away at the neck for better access and more comfortable playing of the top frets. It's also thinline (3"" thick) which creates an unparalleled sound & aesthetic, and is lightweight for burdenless travel and playing.
Fine basswood construction: Guitar is made from X-braced, A-grade woods including basswood known for warmth, linden engineered and rosewood known for its resiliency and versatility. Whether playing soft or loud, strumming or flatpicking, the guitar remains responsive and retains its tonal integrity.",https://www.amazon.in/Acoustic-stability-professional-amplificaiton-Sunburst/dp/B09YH8TVW7/ref=sr_1_91?keywords=Guitars&qid=1656388233&sr=8-91
106,Brand: KREEPO,KREEPO Guitar Fretboard Sticker Fingerboard Frets Note Chart Decals Stickers Beginner Learner Acoustic-Electric Guitar Multicolor(9.1cm X 14.5cm),3.8 out of 5,22 ratings,-,7 Days Replacement,-,In stock.,"1. Easy installation: Waterproof guitar sticker is easy to install and remove without leaving any sticky residue.
2. Great sticker, will not leave a trace of glue, no damage to the fingerboard.
3. Compared with other brand paper note decals, ours are vinyl material, with waterproof, oil-proof properties.
4. High quality practical guitar practicing accessory for guitar beginner learner. Colorful design and printed with big letters, easy to read.
5. Application: Fit for all 6 strings electric guitar and acoustic guitar, perfect for beginners to memorize fretboards easily. Warranty not applicable for this product.",https://www.amazon.in/KREEPO-Fretboard-Fingerboard-Acoustic-Electric-Multicolor/dp/B09DWY4ZK2/ref=sr_1_92?keywords=Guitars&qid=1656388233&sr=8-92
107,Brand: Cort,"Cort AD810BKS Standard Dreadnought Guitar, Spruce Top, Mahogany Back & Sides, Black Satin",4.3 out of 5,377 ratings,-,7 Days Replacement,-,In stock.,"Construction: Dovetail neck joint
Cort AD810 acoustic guitar, which is simply the best entry-level acoustic guitar available in India today
If you are looking for a high quality acoustic guitar, the AD810 is the guitar for you
This is an extremely well made and great sounding instrument that's incredibly easy to play",https://www.amazon.in/Cort-AD810BKS-Standard-Dreadnought-Mahogany/dp/B00KQEXK2A/ref=sr_1_93?keywords=Guitars&qid=1656388233&sr=8-93
108,Visit the Fender Store,"Fender SA105CE Electric Acoustic Guitar With Bag, Belt & Plectrums Combo Pack (BK)",3.6 out of 5,11 ratings,-,7 Days Replacement,-,In stock.,"Fender SA105CE Electric Acoustic Guitar With Bag, Belt & Plectrums Combo Pack (BK)
Cutaway; dreadnought shape; laminated spruce top; back and sides; laminated Nato; Neck: Nato
Die cast tuners; Scale: 643 mm , Bridge pins: White ,Bridge: Hardwood Viking
Fingerboard: Rosewood; 21 frets; Rosewood bridge with compensierter Stegeinlage
Long lasting fender dura-tone strings natural finish with durable gloss coating",https://www.amazon.in/Fender-SA105CE-Electric-Acoustic-Plectrums/dp/B08P8KQ87F/ref=sr_1_94?keywords=Guitars&qid=1656388233&sr=8-94
109,Visit the Intern Store,"INTERN 41 inches Acoustic Guitar with truss rod. Includes carry bag, strings pack, strap & plectrums. Premium Wooden durable built, tonal stability & for all age-groups (Jamming Black).",-,-,-,7 Days Replacement,-,In stock.,"Incredible sound: Perfect for musicians-in-the-making or advanced players, this guitar features an impressive tone, standout projection and incredible sonics. It's waiting to be heard.
Complete kit: Bundle includes the 41 inches guitar, a soft nylon ""gig bag"" guitar case, thin, medium & heavy celluloid picks, a shoulder strap & an extra set of strings
Thinline cutaway design: The body of this full-size (41"") guitar is cut away at the neck for better access and more comfortable playing of the top frets. It's also thinline (3"" thick) which creates an unparalleled sound & aesthetic, and is lightweight for burdenless travel and playing.
Fine basswood construction: Guitar is made from X-braced, A-grade woods including basswood known for warmth, linden engineered and rosewood known for its resiliency and versatility. Whether playing soft or loud, strumming or flatpicking, the guitar remains responsive and retains its tonal integrity.",https://www.amazon.in/Acoustic-strings-plectrums-stability-age-groups/dp/B09YHC3LX6/ref=sr_1_95?keywords=Guitars&qid=1656388233&sr=8-95
110,Visit the Kadence Store,Kadence Acoustica Series Semi Acoustic Ash Wood with Equlizer A-06 (Guitar Super Combo with Accessories),3.9 out of 5,"1,118 ratings","₹9,499.00",7 Days Replacement,-,In stock.,"★DESIGN --- The Deep Pore paint finish, Simple head design, streamlined curvature makes the head and the body integrated, beautiful. The rosewood bridge has high hardness, strong vibration conductivity, stable and rich tone transmission.
★SIZE (40 inch)---Suitable for the guitarist over 14 years old, especially the beginners, students or adults.
★SHAPE---The golden cutaway corner design is convenient for high position playing, focusing on coordination and practicality.
★QUALITY STRINGS ---The surface is coated with a film coating, which is not easy to rust, which prolongs the use time of the strings and reduces the burden on the fingers when pressing the strings.
★ADJUSTABLE ACTION----Built-in truss rod can balanced the tension caused by strings or temperature change shrinking, for a straight and durable neck.
★SEMI-ACOUSTIC---Built-in preamp for amplified use with volume control, 2 band EQ: bass and treble, integrated tuner for fast and easy tuning.
★ACCURATE TUNE---- Kadence guitars employes 18:1 premium machine head, run very smooth, no slack. it can help you to lock the string in position and adjust the pitch more accurate.
★FULL OUTFIT: Gig bag, Adjustable strap, 3 picks, Capo, Cable and a set of strings, everything in a pack to start your splendid music journey",https://www.amazon.in/Kadence-Acoustica-Acoustic-Equlizer-Accessories/dp/B09BVH7BMJ/ref=sr_1_96?keywords=Guitars&qid=1656388233&sr=8-96
111,Visit the blueberry Store,"Blueberry 38C, 38"" Acoustic Guitar Kit with Bag, Strap, One Pack Strings And Picks (Black)",3.8 out of 5,16 ratings,-,7 Days Replacement,-,In stock.,"Material: Top: linden wood, Side & Back: - linden wood, Fingerboard:- ABS
Includes: 38-inch, acoustic guitar with Belt, bag, string set and 2 picks
Bridge：ABS, Neck: Catalpa wood, Machine head: Open, Finish- Glossy
Size 38-inch, Style - Cutway, innovative design to produce good quality sound
Note: Product design may slightly vary Due to Photography lighting effect",https://www.amazon.in/Blueberry-38C-Acoustic-Guitar-Strings/dp/B08KLMV4XX/ref=sr_1_97?keywords=Guitars&qid=1656388233&sr=8-97
